   1.000000       1.000000       1.000000      0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   1.000000       17.00000      0.0000000E+00
  0.4516129      0.0000000E+00  0.7931035      0.9024390      0.8125000    
   1.120370               1
   1.000000      0.0000000E+00  0.0000000E+00   1.000000       1.000000    
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00   9.000000      9.0909094E-02  0.7391304      0.8695652    
   6.000000               2
   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000    
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
   3.000000      0.0000000E+00   4.421052      0.2588235       1.636364    
   4.111111               3
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7391304      0.0000000E+00   18.54839       1.022727      0.9491525    
  0.3466667               4
   1.000000       1.000000      0.0000000E+00   1.000000      0.0000000E+00
   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3750000       1.000000      0.0000000E+00   1.228261       1.333333    
   1.265625               5
  0.0000000E+00   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   2.333333      0.0000000E+00   13.64516       1.186813       1.391304    
  0.4310345               6
   1.000000       1.000000       1.000000      0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   1.000000       16.50000      0.0000000E+00
  0.4482759       2.000000       1.851852      0.5140845      0.2857143    
   1.660377               7
   1.000000       1.000000       1.000000       1.000000      0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.928571      0.0000000E+00  4.3478262E-02   1.771429       2.666667    
  0.7500000               8
  0.0000000E+00   1.000000       1.000000      0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   2.000000       9.500000       23.50000    
   1.500000       1.000000       2.516129      0.9041096       1.157143    
   1.378788               9
   1.000000       1.000000      0.0000000E+00   1.000000      0.0000000E+00
  0.0000000E+00  0.0000000E+00   1.000000       11.50000      0.0000000E+00
   2.500000       1.000000      0.0000000E+00   1.985075       4.333333    
  0.5600000              10
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   1.000000       17.00000      0.0000000E+00
  0.9032258       1.000000       16.00000      0.1513158       1.000000    
   1.200000               1
   1.000000       1.000000      0.0000000E+00   1.000000       1.000000    
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00   11.00000      0.0000000E+00  0.5208333      0.6500000    
   1.000000               2
   1.000000      0.0000000E+00   1.000000      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00   11.00000       4.714286      0.5887097      0.6049383    
   1.489796               3
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.454545       4.000000       6.206897       1.363636       1.190476    
  0.7750000               4
   1.000000       1.000000      0.0000000E+00   1.000000      0.0000000E+00
   1.000000       1.000000       1.000000       14.00000      0.0000000E+00
  0.6818182       1.000000      0.0000000E+00  0.8165138       1.608696    
  0.8076923               5
  0.0000000E+00   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.818182      0.0000000E+00   19.92593      0.6826347       1.042253    
   1.393443               6
   1.000000      0.0000000E+00   1.000000      0.0000000E+00   1.000000    
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.5000000      0.0000000E+00   24.16129      0.4011976      0.4270833    
   1.440000               7
   1.000000       1.000000       1.000000       1.000000      0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   2.250000      0.0000000E+00  0.0000000E+00   1.878788       2.800000    
   1.000000               8
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   2.000000       9.000000       22.00000    
   1.190476       1.000000       1.000000      0.9602649       1.179104    
   3.333333               9
   1.000000       1.000000      0.0000000E+00   1.000000      0.0000000E+00
  0.0000000E+00  0.0000000E+00   1.000000       11.00000      0.0000000E+00
   2.818182      0.0000000E+00  0.0000000E+00   2.489796       7.375000    
  0.4148936              10
   1.000000       1.000000       1.000000      0.0000000E+00  0.0000000E+00
   1.000000      0.0000000E+00   1.000000       17.00000      0.0000000E+00
  0.8108108       1.000000       11.52381      0.4497355      0.8125000    
   1.202247               1
   1.000000       1.000000       1.000000       1.000000       1.000000    
   1.000000       1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3400000       1.666667    
